Mean1,Mean2,Mean3,Mean4,Mean5,Mean6,Mean7,Mean8,Mean9,Mean10,Mean11,Mean12,Mean13,Mean14,Mean15,Mean16,Mean17,Mean18,Mean19,Mean20,Mean21,Mean22,Mean23
67.767,12.887,65.952,44.114,36.420,16.563,19.264,32.643,29.544,25.604,29.068,33.638,66.545,43.639,10.273,15.653,12.923,21.480,12.144,13.869,30.750,14.882,11.735
65.767,17.065,78.529,46.929,36.562,19.026,21.029,29.214,31.367,26.594,34.795,32.650,67.341,39.111,12.886,17.774,13.606,22.547,10.808,17.238,32.448,19.196,11.213
59.907,18.565,75.981,51.657,37.652,18.477,20.721,30.543,30.241,27.604,35.205,32.987,67.068,42.056,10.773,17.677,15.163,23.986,11.404,15.643,32.333,17.412,12.301
65.384,17.250,74.163,53.129,43.393,18.656,21.757,30.186,30.165,27.375,36.341,34.225,67.205,46.806,14.568,15.565,15.375,22.588,11.721,13.655,31.677,15.971,12.949
61.616,16.355,79.337,48.929,40.286,18.338,21.143,29.057,30.747,27.406,36.477,36.250,73.932,41.514,13.045,16.274,14.837,25.534,10.337,16.512,32.375,18.402,11.721
64.453,15.887,76.269,48.443,44.045,18.497,22.593,28.671,30.937,25.219,41.182,36.338,64.773,42.014,14.909,17.766,14.913,23.291,11.404,14.726,29.812,17.529,12.647
69.256,16.823,73.538,51.286,40.634,18.139,21.093,34.757,30.101,24.729,41.909,36.200,68.250,40.667,14.227,15.323,15.038,22.919,10.269,13.310,34.719,18.647,11.625
65.256,16.895,75.423,55.543,41.786,18.636,21.943,29.800,27.013,28.635,40.659,34.463,69.750,44.625,12.273,17.444,16.548,25.047,10.471,18.202,32.083,17.716,15.713
62.907,14.306,65.212,48.700,37.964,20.980,20.443,34.500,28.987,28.104,42.227,37.588,74.136,42.000,10.614,15.524,13.308,22.054,13.048,15.071,29.417,17.088,13.926
63.047,17.621,70.452,47.629,39.152,19.649,22.000,32.900,35.228,27.906,39.318,31.025,65.864,44.639,9.795,15.629,14.240,24.027,13.019,15.821,34.479,16.931,13.993
65.116,18.855,72.837,52.357,37.312,19.715,23.879,32.714,30.696,27.042,41.250,32.850,72.250,41.889,15.295,17.476,15.317,27.277,12.125,12.738,32.938,17.373,15.162
65.756,19.145,72.000,53.786,39.866,19.589,20.321,31.629,35.987,29.323,38.841,32.375,63.341,41.111,15.909,13.952,15.885,25.155,13.221,16.321,31.250,17.569,16.662
61.419,19.177,73.279,52.371,36.321,19.940,20.971,31.071,35.975,30.896,38.136,31.312,70.068,41.417,12.295,14.500,17.260,26.459,11.856,14.345,35.333,18.676,16.419
65.407,20.306,76.750,51.686,37.214,19.947,19.771,31.286,34.241,33.135,37.818,32.513,71.386,42.681,10.841,15.298,14.846,28.581,12.721,12.702,30.781,17.618,16.191
61.616,17.887,73.519,48.086,37.545,20.854,20.064,29.986,38.101,30.010,37.795,32.787,64.455,41.028,12.318,15.008,16.981,26.324,12.558,15.393,29.406,16.206,13.669
69.651,18.161,67.606,47.400,37.911,20.682,19.093,30.986,37.051,29.521,40.409,31.925,62.477,44.819,14.841,15.500,16.471,27.142,13.048,15.631,29.042,16.108,11.890
67.163,19.790,73.500,49.929,38.732,19.258,20.171,29.229,41.139,29.698,35.114,29.438,64.114,40.625,11.545,16.379,16.837,26.764,12.923,15.940,30.885,16.618,13.243
65.279,17.589,70.500,49.000,35.259,20.272,19.393,27.657,37.633,25.240,38.886,31.475,61.364,37.819,9.727,14.960,16.721,27.811,12.423,14.512,28.688,16.745,11.419
64.709,17.758,71.375,46.286,39.741,21.146,18.643,25.257,38.405,29.062,37.227,30.950,61.455,43.500,13.591,15.427,17.721,27.878,11.433,14.774,29.854,17.716,12.257
60.558,19.250,63.048,47.100,36.893,23.629,18.993,27.857,37.620,26.438,35.545,30.400,51.114,43.375,13.205,17.411,18.837,29.284,10.731,16.679,30.198,12.980,12.963
65.895,19.677,65.885,48.671,40.080,19.589,19.657,28.929,38.430,25.510,32.682,28.525,54.977,40.556,12.455,15.758,16.548,27.473,10.644,14.190,31.583,14.706,12.596
70.593,18.089,66.231,44.600,38.295,24.060,19.693,26.614,35.633,27.781,38.568,28.062,56.364,42.444,12.205,16.411,18.952,27.669,10.702,14.476,30.760,15.882,11.978
68.570,18.863,66.212,45.486,40.339,23.629,19.914,27.086,36.595,27.427,32.273,29.000,55.818,42.444,12.136,16.177,19.452,27.892,11.404,15.393,28.573,14.804,10.537
66.070,19.129,66.875,43.943,39.955,25.192,18.871,26.600,36.646,25.750,33.159,31.862,48.000,45.653,11.682,16.758,18.173,25.926,10.865,15.321,30.948,14.431,10.728
63.686,16.927,69.058,43.200,38.420,25.159,19.564,24.857,37.342,26.135,33.159,32.638,53.455,43.306,11.114,17.573,20.067,27.453,13.519,16.024,30.875,15.569,9.191
66.291,18.500,65.115,49.314,40.054,25.000,18.857,26.229,38.772,27.396,37.045,32.562,51.818,46.958,12.477,15.395,16.827,26.574,11.404,15.012,33.042,15.951,10.588
65.488,17.710,61.048,48.343,39.857,26.185,18.164,27.229,40.468,27.104,39.045,32.700,47.205,44.153,13.432,17.516,19.154,26.723,11.798,14.821,32.458,17.441,11.140
61.558,20.734,64.413,46.957,38.339,26.291,19.043,24.886,41.380,27.198,32.727,34.400,48.636,46.417,10.841,17.919,19.567,27.399,12.183,13.488,33.823,18.235,11.551
58.395,19.056,62.817,50.457,42.232,26.921,20.064,24.157,38.772,27.771,39.818,35.475,50.432,48.667,12.705,16.411,19.875,24.412,11.760,15.000,32.542,19.255,12.044
61.105,21.323,58.760,51.443,37.545,27.563,18.550,24.957,42.506,27.260,38.705,34.400,46.000,49.694,9.977,15.032,18.000,25.993,10.144,16.369,33.323,17.775,12.735
53.581,18.573,54.173,50.414,40.607,26.642,17.593,25.286,43.696,28.760,30.727,33.725,46.864,46.569,9.909,15.621,17.779,25.446,10.731,15.238,30.677,17.196,11.456
58.605,20.710,58.173,51.086,40.812,28.159,16.307,25.471,43.595,27.188,35.727,35.287,50.682,46.264,13.136,16.629,18.144,25.541,10.788,16.905,34.479,17.529,9.537
60.895,20.774,62.250,49.543,39.259,26.728,16.293,26.814,37.354,26.594,35.068,35.588,43.773,45.653,11.000,18.710,18.029,25.054,11.683,18.060,34.281,16.549,10.551
61.814,19.484,62.442,52.614,43.741,26.642,17.064,22.786,37.797,26.583,35.909,32.575,43.523,46.153,12.727,16.613,18.087,25.432,11.279,16.476,33.490,18.814,10.118
60.314,20.419,61.731,50.186,39.536,27.675,18.443,23.271,40.570,29.708,39.591,36.850,44.886,44.042,12.727,17.976,17.779,22.101,12.327,16.286,34.354,18.922,9.993
56.930,19.766,61.817,53.114,38.054,27.007,15.114,21.871,44.190,26.510,36.477,36.325,46.841,51.069,13.750,15.387,17.288,22.899,11.750,15.095,35.240,19.284,8.831
60.326,23.839,65.923,52.043,40.321,26.861,18.100,22.157,41.506,21.542,40.795,36.213,38.000,47.236,14.864,17.145,18.779,24.439,10.192,18.857,39.531,21.471,10.074
56.593,17.992,58.250,48.500,39.402,25.132,18.293,21.143,40.203,27.552,39.523,33.650,42.886,43.736,10.205,17.395,18.692,22.554,12.981,17.190,38.000,18.294,8.956
51.558,19.637,55.346,50.200,39.884,25.238,15.971,20.543,39.380,21.260,41.068,35.125,39.227,44.444,9.000,19.710,21.692,17.595,11.663,14.667,34.562,19.676,9.346
56.814,20.266,59.212,50.843,37.607,25.887,16.193,21.500,43.785,24.240,34.727,33.000,45.000,39.875,14.795,15.581,17.596,18.101,10.760,15.536,34.469,19.343,9.338
57.535,19.250,59.452,55.029,37.705,26.060,17.457,22.471,40.038,24.385,42.136,35.075,42.455,42.653,13.205,17.161,18.923,20.757,11.462,16.857,36.771,18.520,9.199
63.023,20.016,56.327,49.100,38.964,26.483,17.736,21.543,38.025,23.448,36.614,34.938,37.909,47.972,11.705,13.839,18.337,18.770,8.750,14.393,34.562,18.735,9.478
59.500,19.347,59.644,57.971,41.080,25.139,17.314,22.571,37.734,27.135,34.705,33.925,45.182,42.139,13.364,15.677,18.240,16.277,9.731,14.262,33.958,19.363,8.779
62.942,19.347,56.981,56.714,38.938,26.325,19.657,21.571,36.696,23.656,40.636,36.700,42.682,43.472,11.159,15.718,18.750,16.331,11.096,14.869,37.260,18.186,10.074
60.372,19.927,56.519,56.129,41.705,24.199,16.836,20.286,36.734,23.042,36.614,33.700,45.318,42.694,11.386,14.298,18.981,16.169,10.606,13.690,32.667,17.598,8.507
52.953,16.911,48.433,50.586,39.688,24.921,17.421,20.300,34.671,25.906,39.114,35.225,47.114,40.500,10.682,14.266,16.846,15.230,11.510,14.393,27.812,19.971,8.331
51.442,17.048,51.644,54.029,38.982,25.510,17.293,19.714,36.278,26.094,33.386,35.562,45.136,41.597,12.318,15.194,15.962,13.966,12.067,14.131,35.135,19.216,9.463
52.523,16.492,58.760,56.786,40.536,24.636,19.700,18.729,39.228,23.375,38.000,38.900,46.318,42.750,14.682,15.016,18.692,16.405,9.837,13.631,36.562,18.510,9.824
54.070,18.637,59.548,51.400,37.688,25.119,19.579,17.000,33.304,21.031,35.500,37.062,42.795,44.319,18.818,15.266,17.952,15.514,7.740,14.107,34.625,19.275,9.515
52.686,17.782,54.798,51.400,40.938,26.000,18.593,18.029,33.684,22.917,38.227,40.000,41.841,40.083,13.955,12.185,19.269,13.750,12.058,14.548,33.031,17.382,10.610
52.174,17.379,56.894,51.000,39.866,25.371,18.407,20.100,30.570,24.073,39.159,35.100,47.091,37.486,11.727,12.508,20.481,14.203,10.423,15.905,33.115,17.637,10.618
54.953,18.210,55.481,55.171,45.438,23.636,18.714,18.543,36.076,23.938,34.636,36.400,50.955,38.014,12.250,13.097,19.779,14.155,12.010,12.917,34.802,18.951,10.287
53.186,16.653,49.683,52.371,33.839,24.199,17.993,22.129,34.051,23.698,33.568,38.200,49.318,40.194,11.273,12.911,17.115,11.466,12.154,12.774,30.250,18.422,7.404
50.198,17.452,52.385,51.729,39.536,24.649,19.700,19.900,34.418,22.760,44.364,37.438,46.932,34.056,14.773,12.242,16.433,12.054,12.067,12.917,36.510,16.912,9.559
56.151,17.903,51.471,55.771,38.304,25.311,18.729,17.714,34.582,19.448,41.068,40.275,40.182,38.111,12.818,12.411,17.125,9.764,9.587,13.464,35.646,18.980,8.375
48.523,14.823,43.202,49.214,37.152,23.934,18.336,19.414,33.443,24.958,34.841,36.575,45.318,36.611,11.091,12.282,17.202,10.486,11.019,12.286,31.635,17.716,8.941
55.163,21.734,60.827,54.271,36.214,26.026,19.000,18.314,30.772,23.094,39.705,33.513,41.455,38.736,15.455,11.484,15.962,10.142,11.635,13.393,35.427,20.461,9.559
58.814,20.105,57.587,55.829,40.304,25.543,16.879,18.286,33.962,21.844,44.159,37.250,39.432,32.875,17.136,12.677,15.029,10.419,11.375,12.631,34.583,18.735,8.743
55.721,16.306,51.260,54.329,37.688,27.172,16.643,18.014,32.797,20.969,34.068,36.688,42.205,35.403,10.068,13.113,14.279,9.047,10.413,12.381,34.792,18.676,10.257
52.116,17.831,52.587,51.300,34.446,25.722,18.129,19.543,31.177,21.375,37.795,33.938,40.545,32.792,8.773,12.161,14.663,8.196,10.798,11.643,34.865,18.049,7.757
65.140,17.661,50.000,49.543,36.277,27.291,18.993,17.714,31.722,23.865,39.000,38.537,39.636,37.389,10.727,13.452,13.779,8.203,9.798,13.060,32.781,18.539,11.772
61.058,18.532,54.346,57.514,33.170,27.735,18.786,18.486,31.734,20.469,39.227,31.025,35.182,37.750,15.409,13.210,14.385,10.459,10.115,14.452,35.729,17.627,9.647
57.709,16.218,52.933,55.857,33.161,25.364,19.843,21.400,34.430,25.604,35.886,37.263,44.682,34.528,11.205,12.669,14.913,8.568,12.577,13.702,33.344,16.657,9.324
67.140,17.524,52.087,52.786,31.786,23.960,19.907,19.400,32.304,24.198,36.773,36.388,43.932,35.250,9.205,11.726,13.250,8.507,10.827,13.345,32.458,17.647,8.831
59.058,15.895,50.587,57.871,34.321,23.325,18.229,19.757,30.114,23.646,35.477,36.650,43.182,34.069,13.614,10.331,13.317,8.311,11.827,12.738,34.469,17.363,9.397
61.686,15.169,49.202,51.257,30.455,23.728,18.707,18.886,29.671,19.865,41.955,34.500,34.023,31.125,10.705,13.806,12.558,8.399,10.635,14.571,31.969,17.686,8.368
61.349,17.911,49.385,49.957,30.714,24.536,18.986,15.629,28.987,21.927,34.136,33.100,37.227,33.542,12.932,12.710,13.250,9.872,11.096,12.024,27.396,14.843,9.338
62.663,16.702,51.692,54.929,30.518,23.642,18.950,19.814,29.076,23.000,30.341,34.938,40.250,33.569,11.841,11.258,14.260,8.838,11.163,12.607,30.917,16.686,8.375
68.256,17.613,53.135,48.643,31.054,22.278,16.529,19.871,30.266,23.802,30.750,34.325,43.886,35.653,11.045,13.185,11.683,8.270,11.019,12.155,28.708,14.853,9.125
62.593,17.339,53.808,51.986,30.446,24.755,18.036,19.857,28.127,23.208,31.795,34.688,37.932,34.694,11.864,11.661,14.394,8.676,12.760,13.214,30.375,17.843,9.926
66.488,16.008,50.606,47.914,29.973,22.424,18.150,21.500,28.608,23.802,36.455,36.412,41.182,33.569,9.864,13.282,13.433,9.466,11.971,13.464,27.385,16.314,8.537
59.430,15.629,52.298,51.086,27.955,21.272,19.293,16.900,30.215,22.667,31.182,34.000,38.636,34.069,10.705,10.863,13.106,8.318,10.846,13.571,29.260,15.510,9.412
63.384,17.056,46.404,49.400,24.429,21.689,17.857,17.143,26.747,18.948,34.318,36.213,40.432,33.181,8.818,12.040,12.856,9.041,12.827,13.060,25.615,14.235,8.654
64.337,18.298,56.529,51.029,30.295,21.781,17.950,18.000,29.418,23.052,39.045,32.888,39.250,33.278,14.318,10.516,11.875,10.811,11.587,13.857,29.281,17.431,10.412
63.360,16.742,49.298,53.386,28.688,21.232,18.300,19.900,24.671,18.781,36.182,34.287,45.159,34.556,10.091,10.621,11.058,9.196,12.202,14.738,28.010,18.873,8.824
64.767,14.758,53.413,53.200,26.562,23.106,18.664,21.557,22.430,19.552,34.750,33.412,43.591,34.792,10.409,9.831,11.308,10.574,13.760,12.774,26.708,16.794,10.015
60.407,16.371,53.433,50.200,28.438,21.430,19.564,19.186,23.354,22.115,32.682,32.175,38.295,35.931,9.523,11.435,11.250,9.486,12.087,12.821,28.250,17.255,9.824
56.802,13.605,47.837,48.543,28.777,19.934,19.293,20.029,24.962,21.917,31.273,32.775,44.818,33.444,6.591,10.815,11.308,9.419,12.269,12.095,25.062,15.627,9.404
61.779,17.919,54.529,58.186,29.795,20.947,18.093,20.214,24.570,16.729,39.545,33.037,36.682,32.375,10.045,10.677,10.481,10.277,11.038,13.952,31.667,17.000,8.684
60.674,17.371,50.298,58.814,31.018,23.000,17.636,17.043,22.316,18.781,38.818,32.037,43.182,33.208,6.909,10.806,11.471,10.412,11.490,12.381,30.104,18.490,10.029
63.523,16.669,48.712,57.300,29.357,20.530,18.379,17.414,22.443,19.625,40.591,35.263,38.523,30.625,11.727,11.024,12.038,12.622,12.192,11.917,29.552,19.529,9.853
66.128,19.250,51.058,58.771,31.250,22.411,19.221,19.743,20.089,22.104,36.659,32.875,38.659,34.111,12.432,11.073,11.529,12.108,12.212,13.405,31.990,20.578,11.794
62.163,14.242,48.817,52.300,29.036,20.583,21.543,18.529,17.165,17.042,32.091,33.562,42.886,34.486,9.705,11.419,11.606,11.872,12.298,12.821,30.135,16.461,10.963
61.872,15.500,47.644,54.000,28.661,23.119,21.600,19.757,21.582,19.438,35.023,37.412,47.977,34.944,11.773,9.653,13.510,10.155,11.712,13.619,33.469,17.431,11.787
59.174,16.476,48.413,50.171,31.411,20.483,21.200,18.857,22.101,16.562,36.568,33.987,39.364,32.431,9.636,10.226,10.942,10.669,13.240,12.833,29.125,18.255,10.941
61.349,16.492,50.317,48.429,30.938,22.046,17.779,18.271,23.418,15.812,40.568,32.850,44.409,32.556,12.909,10.403,12.308,11.831,11.856,12.583,30.917,17.745,11.022
56.244,14.024,45.279,54.543,27.170,21.980,20.129,19.771,21.494,19.562,42.364,32.763,41.864,37.000,9.841,12.129,13.356,10.311,10.904,9.988,32.438,17.725,12.529
55.744,15.129,46.683,49.500,29.589,21.848,19.600,17.971,22.595,20.667,33.705,35.287,50.136,37.722,11.045,9.202,10.490,12.838,10.750,13.690,28.833,17.500,11.824
58.384,14.411,44.673,49.200,28.170,23.285,20.036,18.000,20.152,19.958,36.091,36.588,42.977,36.097,10.705,9.379,11.990,13.932,12.490,14.417,27.323,15.000,9.676
56.442,15.597,44.769,50.186,28.625,25.192,21.036,20.057,23.380,20.323,29.455,34.237,43.000,37.694,12.341,10.347,13.548,13.270,11.260,14.369,31.833,18.275,12.794
56.000,14.895,41.135,49.829,29.804,23.318,18.614,18.500,23.506,17.552,38.568,30.425,49.636,38.028,10.523,10.847,13.558,12.757,11.913,13.440,29.354,21.627,13.853
57.837,14.855,41.846,49.171,30.357,23.914,20.293,18.714,20.810,17.698,37.409,37.150,43.364,34.486,10.159,11.823,13.279,13.047,12.346,13.655,25.708,17.010,10.993
57.616,14.669,43.337,48.829,27.554,22.868,20.364,17.700,23.405,18.448,30.682,34.388,44.114,35.944,11.909,9.823,13.644,13.811,12.971,12.548,29.646,21.490,12.007
58.151,14.685,40.894,51.243,32.125,25.775,19.814,17.257,21.747,19.760,40.409,32.213,44.068,40.347,11.250,11.710,12.212,13.047,11.077,13.381,26.771,19.275,12.044
61.547,16.774,49.163,54.457,30.527,25.762,18.643,19.286,21.937,20.625,33.250,40.888,48.136,35.625,11.477,11.460,13.269,16.128,10.837,11.857,28.438,20.000,13.353
57.128,14.653,44.077,49.043,34.036,25.272,21.643,18.286,23.899,22.510,33.159,35.600,43.205,35.597,10.477,10.847,13.010,13.824,11.692,13.155,25.708,20.882,13.088
58.012,12.194,42.298,48.886,29.652,24.596,20.979,19.000,27.709,20.625,34.523,36.612,45.773,34.542,9.750,12.185,11.904,15.101,11.779,13.726,25.490,19.510,10.868
57.419,14.694,42.250,47.429,33.089,22.834,20.971,16.886,26.468,23.729,38.636,34.675,43.091,40.500,10.409,11.911,11.817,14.486,11.538,14.381,27.604,20.108,13.868
58.756,13.548,38.192,48.000,32.634,23.682,21.700,17.171,26.165,21.469,35.205,36.750,42.000,35.569,9.023,10.573,13.423,13.568,11.779,14.024,28.021,17.069,13.566
56.233,14.016,42.173,49.457,33.027,23.205,19.043,19.771,26.785,20.542,33.636,36.825,43.636,35.222,11.477,13.363,13.500,13.838,11.788,13.940,29.396,18.078,13.022
57.849,15.718,39.375,45.914,31.500,23.907,19.893,21.671,25.911,22.240,32.295,39.400,43.205,36.222,10.705,13.435,12.625,11.919,10.317,14.012,29.990,16.343,13.934
58.314,17.274,42.375,50.529,32.321,27.179,21.486,15.629,28.570,18.698,35.773,39.638,42.159,35.556,10.864,13.629,15.500,12.345,10.923,13.488,32.594,19.010,14.772
56.814,15.145,34.365,45.129,35.938,22.272,19.736,18.857,29.076,20.385,33.432,39.950,38.568,35.917,9.227,12.968,11.433,11.932,11.462,15.667,27.417,16.049,13.309
51.907,13.371,34.481,46.129,33.732,23.788,19.050,17.886,29.405,20.885,36.182,37.562,47.227,32.597,11.591,14.048,13.673,11.176,10.471,14.667,27.385,17.147,11.559
48.605,15.097,35.952,41.786,33.027,24.146,19.543,18.843,35.823,21.500,37.250,39.475,40.091,34.917,9.409,13.839,12.817,10.196,11.144,14.774,30.573,15.902,11.456
49.837,13.565,40.837,44.357,34.696,22.907,19.629,19.843,29.595,20.260,36.568,35.487,37.545,37.542,8.818,15.460,11.356,10.257,10.827,14.702,25.906,15.784,10.235
52.000,13.282,36.923,43.271,34.714,22.715,18.886,18.486,28.557,21.750,32.636,35.825,44.909,36.222,10.364,13.161,13.183,10.189,11.365,15.964,26.885,14.216,9.721
53.349,13.911,40.096,39.014,33.420,22.020,21.636,20.414,27.544,21.750,27.545,36.162,38.227,30.903,8.295,14.710,12.413,9.351,11.519,15.179,26.146,16.353,9.743
55.291,14.371,38.346,47.257,34.759,23.252,19.286,24.300,28.430,21.698,33.614,35.987,42.409,33.194,6.614,14.234,14.365,10.568,10.413,13.155,26.292,15.402,9.743
53.407,14.056,36.750,40.314,33.714,22.060,19.264,20.886,28.570,23.990,31.295,36.075,34.182,28.931,7.045,13.597,12.865,11.223,10.433,14.952,24.583,18.392,10.294
51.814,12.968,36.904,41.743,33.054,22.722,17.671,19.343,31.241,24.438,36.250,32.537,43.977,28.167,10.818,15.645,11.577,10.932,11.260,13.726,26.948,17.382,11.699
51.500,17.105,37.077,39.557,34.080,23.927,18.821,16.743,31.481,20.323,39.250,29.825,39.250,28.792,9.182,18.298,12.462,10.865,9.077,14.131,25.542,17.637,11.478
52.058,16.073,35.577,42.343,34.714,24.980,17.443,17.843,30.203,22.771,33.500,35.612,35.864,31.194,11.295,16.315,13.385,9.723,10.750,13.286,23.875,18.000,11.934
53.012,14.129,40.394,43.786,34.071,23.550,17.257,19.214,33.380,25.229,39.000,35.987,41.136,26.972,11.227,15.532,11.106,7.953,9.702,13.333,24.125,16.961,9.963
52.988,15.008,37.135,42.000,34.482,24.834,16.929,22.114,34.367,24.208,35.205,37.713,39.364,31.014,11.091,16.161,11.673,9.804,9.923,12.333,22.854,17.853,10.728
50.686,15.024,40.577,41.200,31.902,22.954,18.729,21.086,33.848,24.375,38.364,37.525,38.932,29.194,10.045,19.403,14.462,11.932,10.702,14.512,23.260,15.245,12.029
50.651,14.815,41.087,41.057,33.161,22.881,17.264,23.071,37.861,25.729,32.750,37.425,38.523,28.625,13.023,19.290,12.971,10.547,10.913,13.417,25.260,17.765,12.125
48.570,13.419,42.587,41.743,31.500,25.132,18.293,24.386,36.203,24.656,36.750,35.250,36.614,30.278,9.614,17.202,12.010,10.034,12.885,13.357,25.042,18.588,8.640
51.500,16.081,42.173,43.786,31.607,26.033,18.614,22.243,35.861,26.042,33.114,37.625,39.068,31.333,10.545,18.516,14.587,11.845,11.058,15.536,24.510,15.902,9.441
58.500,14.056,41.365,41.543,33.179,25.232,19.271,24.743,32.633,24.073,39.409,37.312,39.386,30.056,11.955,17.500,14.231,10.419,11.394,15.393,22.917,17.157,9.000
53.605,14.895,44.067,42.457,31.482,26.881,19.550,23.514,34.671,24.375,35.500,35.600,35.068,28.431,10.159,18.782,15.000,12.236,11.212,13.488,25.812,15.412,10.353
53.000,13.911,48.452,43.843,31.732,26.212,20.350,26.986,34.506,20.896,33.864,35.650,34.250,32.944,10.114,18.097,13.731,11.797,10.702,14.262,25.208,16.804,9.603
56.895,15.048,44.875,37.557,33.170,25.954,19.257,26.500,33.089,27.448,37.795,37.162,33.386,36.792,15.795,18.097,15.029,13.797,11.490,12.929,27.094,15.647,7.949
56.651,17.145,45.712,38.743,33.152,26.172,16.821,23.914,36.848,28.771,37.500,39.525,33.727,31.931,13.068,19.040,15.317,11.500,13.240,15.500,28.198,17.059,11.397
60.942,15.258,44.538,44.200,30.375,25.649,17.471,23.371,32.646,23.698,34.545,30.237,37.159,32.569,13.636,18.153,14.769,12.459,11.173,15.095,26.000,18.020,10.919
57.012,13.927,43.529,44.143,33.054,24.166,19.300,25.286,35.481,23.188,35.023,33.562,38.295,31.500,14.386,18.169,17.452,12.182,10.981,15.333,26.635,15.667,9.838
58.023,15.766,42.413,45.429,28.393,23.576,17.150,18.414,33.101,25.250,38.455,33.287,31.205,29.361,13.455,19.040,15.135,11.892,9.606,13.429,25.083,17.392,10.412
59.558,14.750,39.788,46.100,31.054,26.192,21.257,23.743,32.937,24.625,29.273,31.413,29.682,31.403,12.091,20.806,14.808,10.372,10.769,13.500,28.708,18.010,9.140
56.593,13.379,36.000,41.357,25.161,24.205,18.736,20.314,30.937,24.583,31.977,33.912,33.591,31.875,10.068,18.798,14.404,10.723,12.798,12.571,25.135,14.471,8.596
57.919,14.573,42.548,42.014,29.625,24.960,21.286,26.057,34.937,26.844,33.614,33.725,32.977,34.639,15.091,19.968,14.817,11.581,11.529,14.524,33.052,17.010,10.993
60.419,17.411,41.981,47.300,29.455,25.411,19.186,25.157,34.177,23.271,31.136,35.100,34.477,34.611,12.250,18.032,15.702,12.000,11.183,14.345,28.354,17.588,11.434
57.872,17.863,43.558,45.714,29.866,27.464,20.500,23.557,31.392,23.594,36.773,33.037,35.432,33.944,13.386,17.992,14.721,10.986,12.038,11.893,27.979,14.971,11.640
57.872,14.855,46.913,45.957,29.527,25.848,22.543,22.843,31.177,24.062,36.636,33.963,35.386,30.806,13.409,19.331,12.962,11.534,11.875,15.381,30.490,16.755,10.537
61.116,16.169,47.192,46.457,28.821,27.179,21.286,20.157,33.316,22.552,35.273,35.812,37.023,36.583,14.864,19.798,12.365,11.554,13.038,16.869,27.229,18.314,10.831
58.070,15.379,44.000,41.571,29.152,25.536,22.464,21.986,30.316,22.656,36.886,36.175,33.136,38.125,12.795,19.653,12.827,11.527,11.962,15.381,28.406,17.206,10.191
63.186,16.677,44.615,41.700,27.732,27.199,21.314,24.186,33.494,22.833,33.955,34.525,35.091,35.083,12.318,18.895,14.894,11.635,12.904,14.345,27.792,15.343,7.581
61.512,16.073,48.163,48.200,28.848,26.424,21.779,21.686,32.873,22.729,32.409,33.875,34.909,40.069,14.932,16.774,14.760,11.689,11.673,16.071,28.208,15.186,8.904
66.047,17.726,44.885,45.571,25.848,25.669,22.064,22.871,32.063,23.177,31.750,35.037,33.955,38.264,12.864,19.355,13.702,9.872,13.298,14.810,27.708,15.588,9.507
66.802,17.427,47.490,42.500,27.973,25.642,21.693,21.714,32.051,22.333,30.477,34.963,36.250,42.458,14.364,19.476,13.529,11.716,11.798,14.345,30.333,14.098,8.191
62.640,19.556,44.202,40.886,27.491,25.139,19.507,20.914,31.152,22.094,34.818,38.500,35.500,38.681,12.591,18.613,13.712,12.534,11.933,13.155,28.302,15.363,8.404
62.430,16.298,45.471,41.543,25.402,25.358,20.057,20.143,33.063,22.302,34.841,35.513,32.750,38.306,15.386,18.226,13.202,12.034,10.702,14.060,26.667,15.176,8.544
62.651,21.750,50.615,39.371,30.312,26.338,19.993,21.571,33.949,22.302,37.636,35.412,31.523,33.653,14.659,17.774,15.135,12.784,9.615,13.524,28.010,18.167,9.353
60.779,20.524,50.346,39.943,32.634,27.152,21.429,20.343,28.367,23.427,38.068,32.000,31.841,37.208,15.045,17.605,15.452,10.318,10.481,14.167,30.292,15.676,8.029
64.267,17.323,46.846,38.571,31.062,25.570,21.836,24.100,29.316,20.885,34.591,38.037,28.750,37.611,12.500,17.976,15.038,10.872,14.115,11.405,29.375,14.824,9.890
60.698,17.056,43.548,40.743,33.125,24.848,21.107,18.657,29.443,25.052,34.659,39.375,37.932,39.292,13.386,16.677,13.846,12.662,13.212,13.381,25.802,15.167,9.029
60.407,17.629,42.154,39.814,31.286,26.477,19.386,21.186,28.228,23.833,29.955,33.213,35.273,37.694,14.159,16.952,15.538,9.095,13.144,13.964,23.188,15.451,7.456
55.674,17.637,48.548,38.657,31.223,25.841,21.921,18.829,28.506,22.188,35.364,35.763,29.682,37.014,14.977,16.226,16.433,12.628,11.144,13.774,29.406,16.392,10.147
58.267,16.847,41.942,38.971,32.491,25.848,23.521,23.186,30.253,23.594,34.386,36.662,36.477,39.917,13.455,18.903,17.038,10.736,11.221,13.726,27.073,15.314,10.772
58.988,18.129,50.529,36.871,32.027,27.642,21.264,19.586,28.278,23.323,33.273,34.825,38.227,40.486,19.205,17.532,15.962,10.223,10.558,14.917,26.427,16.520,9.750
58.047,16.339,49.317,35.429,33.464,26.788,20.386,20.871,27.456,20.000,38.705,32.338,33.841,39.222,16.886,18.605,18.212,11.885,11.337,13.952,25.740,14.843,8.250
